Company Name,Geography,Geography Code,Sector,CA100 Company?,Large/Medium Classification,ISINs,SEDOL,Publication Date,Assessment Date,Level,Performance compared to previous year,Q1L0|Does the company acknowledge climate change as a significant issue for the business?,Q2L1|Does the company recognise climate change as a relevant risk and/or opportunity for the business?,Q3L1|Does the company have a policy (or equivalent) commitment to action on climate change?,Q4L2|Has the company set greenhouse gas emission reduction targets?,Q5L2|Has the company published information on its Scope 1 and 2 greenhouse gas emissions?,Q6L3|Has the company nominated a board member or board committee with explicit responsibility for oversight of the climate change policy?,Q7L3|Has the company set quantitative targets for reducing its greenhouse gas emissions?,Q8L3|Does the company report on Scope 3 emissions?,Q9L3|Has the company had its operational (Scope 1 and/or 2) greenhouse gas emissions data verified?,Q10L3|Does the company support domestic and international efforts to mitigate climate change?,Q11L3|Does the company disclose its membership and involvement in trade associations engaged in climate issues?,Q12L3|Does the company have a process to manage climate-related risks?,Q13L3|Does the company disclose Scope 3 use of product emissions?,Q14L4|Has the company set long-term quantitative targets for reducing its greenhouse gas emissions?,Q15L4|Does the company's remuneration for senior executives incorporate climate change performance?,Q16L4|Does the company incorporate climate change risks and opportunities in their strategy?,Q17L4|Does the company undertake climate scenario planning?,Q18L4|Does the company disclose an internal price of carbon?,Q19L4|Does the company ensure consistency between its climate change policy and the positions taken by trade associations of which it is a member?
Pioneer Natural Resource,United States of America,USA,Oil & Gas,No,large,US7237871071,2690830,01/10/2020,05/03/2020,2,unchanged,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No
Pioneer Natural Resource,United States of America,USA,Oil & Gas,No,large,US7237871071,2690830,01/09/2019,26/02/2019,2,up,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No
Portland General Electric,United States of America,USA,Electricity Utilities,No,small,US7365088472,B125XQ6,01/10/2020,31/03/2020,1,new,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Not applicable,No,Yes,No,No,No,No
Posco,South Korea,KOR,Steel,Yes,large,KR7005490008,6693233,01/10/2020,31/03/2020,3,down,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Not applicable,Yes,No,Yes,No,Yes,No
Posco,South Korea,KOR,Steel,Yes,large,KR7005490008,6693233,01/09/2019,25/03/2019,4,up,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,Yes,No,Yes,No,Yes,No
Power Assets,Hong Kong,HKG,Electricity Utilities,Yes,large,HK0006000050,6435327,01/10/2020,22/07/2019,1,unchanged,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,No,Not applicable,No,No,No,No,No,No
Power Assets,Hong Kong,HKG,Electricity Utilities,Yes,large,HK0006000050,6435327,01/09/2019,24/08/2018,1,unchanged,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,Not applicable,No,No,No,No,No,No
Press Metal,Malaysia,MYS,Aluminium,No,large,MYL8869OO009,BF0J5S4,01/02/2021,31/03/2020,1,unchanged,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,No,No,No,No,No,No
Press Metal,Malaysia,MYS,Aluminium,No,large,MYL8869OO009,BF0J5S4,01/02/2020,14/02/2019,1,unchanged,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,No,No,No,No,No,No
Procter & Gamble,United States of America,USA,Consumer Goods,Yes,large,US7427181091,2704407,01/10/2020,18/12/2019,3,down,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not applicable,Yes,No,No,Yes,No,No
Procter & Gamble,United States of America,USA,Consumer Goods,Yes,large,US7427181091,2704407,01/09/2019,07/08/2018,4,up,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,Yes,Yes,No,Yes,No,No
Public Service Enterprise Group,United States of America,USA,Electricity Utilities,No,large,US7445731067,2707677,01/10/2020,31/03/2020,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,Yes,Yes,Yes,No,No,No
Public Service Enterprise Group,United States of America,USA,Electricity Utilities,No,large,US7445731067,2707677,01/09/2019,28/02/2019,4,up,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,Yes,Yes,Yes,No,No,No
QAMCO,Qatar,QAT,Aluminium,No,medium,QA000M2522L9,BH4NZS6,01/02/2021,25/02/2020,0,unchanged,No,No,No,No,No,No,No,No,No,No,No,No,Not applicable,No,No,No,No,No,No
QAMCO,Qatar,QAT,Aluminium,No,medium,QA000M2522L9,BH4NZS6,01/02/2020,23/04/2019,0,new,No,No,No,No,No,No,No,No,No,No,No,No,Not applicable,No,No,No,No,No,No
Qantas,Australia,AUS,Airlines,Yes,large,AU000000QAN2,6710347,01/10/2020,22/11/2019,4,up,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,Yes,No,No,No,No,No
Qantas,Australia,AUS,Airlines,Yes,large,AU000000QAN2,6710347,01/09/2019,01/11/2018,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Not applicable,Yes,No,Yes,No,No,No
Qassim Cement,Saudi Arabia,SAU,Cement,No,medium,SA0007879493,B136WG1,01/02/2021,31/10/2019,1,new,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,No,No,No,No,No,No
RPM,United States of America,USA,Chemicals,No,small,US7496851038,2756174,01/02/2021,05/12/2019,1,new,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,No,No,No,No,No,No
RWE,Germany,DEU,Electricity Utilities,Yes,large,"DE0007037129, DE0007037145","4768962, 4769147",01/10/2020,31/03/2020,3,unchanged,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,Yes,Yes,Yes,No,Yes,Yes
RWE,Germany,DEU,Electricity Utilities,Yes,large,"DE0007037129, DE0007037145","4768962, 4769147",01/09/2019,08/03/2019,3,unchanged,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Not applicable,Yes,Yes,Yes,No,Yes,No
Raytheon Technologies,United States of America,USA,Other Industrials,Yes,large,US75513E1010,BM5M5Y3,01/10/2020,21/03/2020,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,No,Yes,Yes,No,Yes,No
Raytheon Technologies,United States of America,USA,Other Industrials,Yes,large,US75513E1010,BM5M5Y3,01/09/2019,07/02/2019,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,No,Yes,Yes,No,Yes,No
Red Electrica,Spain,ESP,Electricity Utilities,No,medium,ES0173093024,BD6FXN3,01/10/2020,18/07/2019,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,Yes,Yes,Yes,No,No,Yes
Red Electrica,Spain,ESP,Electricity Utilities,No,medium,ES0173093024,BD6FXN3,01/09/2019,20/02/2019,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,Yes,Yes,Yes,No,No,No
Reliance Industries,India,IND,Oil & Gas,Yes,large,"INE002A01018, US7594701077, IN9002A01032","6099626, B16CYP9, BMFB937",01/10/2020,06/03/2020,1,unchanged,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No
Reliance Industries,India,IND,Oil & Gas,Yes,large,"INE002A01018, US7594701077, IN9002A01032","6099626, B16CYP9, BMFB937",01/09/2019,08/06/2018,1,down,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No
Reliance Steel & Aluminium (Aluminium),United States of America,USA,Aluminium,No,small,US7595091023,2729068,01/02/2021,23/08/2019,0,new,No,No,No,No,No,No,No,No,No,No,No,No,Not applicable,No,No,No,No,No,No
Reliance Steel & Aluminium (Steel),United States of America,USA,Steel,No,small,US7595091023,2729068,01/02/2021,23/08/2019,0,new,No,No,No,No,No,No,No,No,No,No,No,No,Not applicable,No,No,No,No,No,No
Renault,France,FRA,Autos,Yes,large,FR0000131906,4712798,01/10/2020,31/03/2020,4,up,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No
Renault,France,FRA,Autos,Yes,large,FR0000131906,4712798,01/09/2019,02/04/2019,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No
Repsol,Spain,ESP,Oil & Gas,Yes,large,ES0173516115,5669354,01/10/2020,31/03/2020,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
Repsol,Spain,ESP,Oil & Gas,Yes,large,ES0173516115,5669354,01/09/2019,28/02/2019,4,down,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
Rio Tinto (Aluminium),Australia,AUS,Aluminium,Yes,large,not found,not found,01/10/2020,30/08/2019,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,Yes,No,No,Yes,No,Yes
Rio Tinto (Aluminium),Australia,AUS,Aluminium,Yes,large,not found,not found,01/09/2019,21/09/2018,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,Yes,Yes,Yes,Yes,No,Yes
Rio Tinto (Diversified mining),Australia,AUS,Diversified Mining,Yes,large,not found,not found,01/10/2020,30/08/2019,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,Yes,No,No,Yes,No,Yes
Rio Tinto (Diversified mining),Australia,AUS,Diversified Mining,Yes,large,not found,not found,01/09/2019,21/09/2018,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
Rolls-Royce,United Kingdom,GBR,Other Industrials,Yes,large,GB00B63H8491,B63H849,01/10/2020,31/03/2020,3,down,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Not applicable,No,No,No,Yes,No,No
Rolls-Royce,United Kingdom,GBR,Other Industrials,Yes,large,GB00B63H8491,B63H849,01/09/2019,25/03/2019,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,Yes,Yes,Yes,Yes,No,No
Rosneft Oil,Russia,RUS,Oil & Gas,Yes,large,"RU000A0J2Q06, US67812M2070","B59SS16, B17FSC2",01/10/2020,30/10/2019,3,up,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No
Rosneft Oil,Russia,RUS,Oil & Gas,Yes,large,"RU000A0J2Q06, US67812M2070","B59SS16, B17FSC2",01/09/2019,29/03/2019,1,unchanged,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No
Royal DSM,Netherlands,NLD,Chemicals,No,large,NL0000009827,B0HZL93,01/02/2021,16/09/2019,4,up,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,Yes,Yes,Yes,No,Yes,No
Royal DSM,Netherlands,NLD,Chemicals,No,large,NL0000009827,B0HZL93,01/02/2020,04/04/2019,3,new,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Not applicable,Yes,Yes,No,No,Yes,No
Royal Dutch Shell,United Kingdom,GBR,Oil & Gas,Yes,large,"GB00B03MM408, GB00B03MLX29","B03MM40, B03MLX2, B09CBL4",01/10/2020,08/08/2019,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes
Royal Dutch Shell,United Kingdom,GBR,Oil & Gas,Yes,large,"GB00B03MM408, GB00B03MLX29","B03MM40, B03MLX2, B09CBL4",01/09/2019,14/03/2019,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes
SAIC motor,China,CHN,Autos,Yes,large,CNE000000TY6,"6086974, BP3R2D9",01/10/2020,01/10/2019,1,unchanged,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
SAIC motor,China,CHN,Autos,Yes,large,CNE000000TY6,"6086974, BP3R2D9",01/09/2019,19/11/2018,1,new,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
SK Innovation,South Korea,KOR,Oil & Gas,Yes,large,KR7096770003,B232R05,01/10/2020,19/03/2020,3,unchanged,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No
SK Innovation,South Korea,KOR,Oil & Gas,Yes,large,KR7096770003,B232R05,01/09/2019,19/02/2019,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No
SSAB,Sweden,SWE,Steel,Yes,small,"SE0000171100, SE0000120669","B17H0S8, B17H3F6",01/10/2020,18/03/2020,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,Yes,Yes,No,Yes,Yes,No
SSAB,Sweden,SWE,Steel,Yes,small,"SE0000171100, SE0000120669","B17H0S8, B17H3F6",01/09/2019,29/03/2019,4,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,Yes,Yes,No,Yes,Yes,No
SSE,United Kingdom,GBR,Electricity Utilities,Yes,large,GB0007908733,790873,01/10/2020,06/12/2019,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,Yes,Yes,Yes,Yes,Yes,No
SSE,United Kingdom,GBR,Electricity Utilities,Yes,large,GB0007908733,790873,01/09/2019,15/06/2018,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,Yes,Yes,Yes,Yes,Yes,No
Santos,Australia,AUS,Oil & Gas,Yes,large,AU000000STO6,6776703,01/10/2020,06/03/2020,3,down,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No
Santos,Australia,AUS,Oil & Gas,Yes,large,AU000000STO6,6776703,01/09/2019,12/03/2019,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No
Sappi,South Africa,ZAF,Paper,No,medium,ZAE000006284,6777007,01/02/2021,13/01/2020,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,Yes,No,Yes,No,No,No
Sappi,South Africa,ZAF,Paper,No,medium,ZAE000006284,6777007,01/02/2020,25/04/2019,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,No,Yes,Yes,No,No,No
Sasol (Chemicals),South Africa,ZAF,Chemicals,Yes,large,ZAE000006896,6777450,01/10/2020,16/01/2020,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,Yes,Yes,No,Yes,Yes,No
Sasol (Chemicals),South Africa,ZAF,Chemicals,Yes,large,ZAE000006896,6777450,01/09/2019,10/09/2018,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,Yes,Yes,No,Yes,Yes,No
Sasol (Oil & Gas),South Africa,ZAF,Oil & Gas,Yes,large,ZAE000006896,6777450,01/10/2020,16/01/2020,4,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No
Saudi Aramco,Saudi Arabia,SAU,Oil & Gas,Yes,large,SA14TG012N13,BJTM270,01/10/2020,27/03/2020,2,new,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No
Saudi Basic Industries,Saudi Arabia,SAU,Chemicals,No,large,SA0007879121,B1324D0,01/02/2021,31/03/2020,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not applicable,Yes,No,No,No,Yes,No
Saudi Cement,Saudi Arabia,SAU,Cement,No,medium,SA0007879469,B132HD1,01/02/2021,23/01/2020,0,new,No,No,No,No,No,No,No,No,No,No,No,No,Not applicable,No,No,No,No,No,No
Semen Indonesia,Indonesia,IDN,Cement,No,large,ID1000106800,6795236,01/02/2021,07/11/2019,1,unchanged,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,Not applicable,Yes,No,No,No,No,No
Semen Indonesia,Indonesia,IDN,Cement,No,large,ID1000106800,6795236,01/02/2020,28/04/2019,1,unchanged,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Not applicable,Yes,No,No,No,No,No
Semirara Mining and Power,Philippines,PHL,Coal Mining,No,medium,PHY7628G1124,BQ13Z04,01/10/2020,02/08/2019,2,up,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No
Semirara Mining and Power,Philippines,PHL,Coal Mining,No,medium,PHY7628G1124,BQ13Z04,01/09/2019,28/09/2018,1,down,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Sempra Energy,United States of America,USA,Electricity Utilities,No,large,US8168511090,2138158,01/10/2020,27/03/2020,3,down,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Not applicable,No,Yes,Yes,Yes,Yes,No
Sempra Energy,United States of America,USA,Electricity Utilities,No,large,US8168511090,2138158,01/09/2019,26/02/2019,4,up,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,No,Yes,Yes,No,Yes,No
Severstal,Russia,RUS,Steel,Yes,large,"RU0009046510, US8181503025","B5B9C59, B1G4YH7",01/10/2020,31/03/2020,2,unchanged,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,Not applicable,No,No,No,No,No,No
Severstal,Russia,RUS,Steel,Yes,large,"RU0009046510, US8181503025","B5B9C59, B1G4YH7",01/09/2019,05/02/2019,2,up,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Not applicable,No,No,No,No,No,No
Shandong Chenming,China,CHN,Paper,No,medium,"CNE000000QM7, CNE100000BK2, CNE0000015H5","6801832, B2RJKP8, 6294960, BD5CQ14",01/02/2021,05/09/2019,1,unchanged,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Not applicable,No,No,No,No,No,No
Shandong Chenming,China,CHN,Paper,No,medium,"CNE000000QM7, CNE100000BK2, CNE0000015H5","6801832, B2RJKP8, 6294960, BD5CQ14",01/02/2020,18/10/2018,1,unchanged,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Not applicable,No,No,No,No,No,No
Shin-Etsu Chemical,Japan,JPN,Chemicals,No,large,JP3371200001,6804585,01/02/2021,30/08/2019,4,up,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,Yes,Yes,Yes,No,No,No
Shin-Etsu Chemical,Japan,JPN,Chemicals,No,large,JP3371200001,6804585,01/02/2020,18/10/2018,3,new,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,Yes,Yes,Yes,No,No,No
Shougang Fushan Resources,Hong Kong,HKG,Coal Mining,No,medium,HK0639031506,6354671,01/10/2020,22/07/2019,0,unchanged,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Shougang Fushan Resources,Hong Kong,HKG,Coal Mining,No,medium,HK0639031506,6354671,01/09/2019,28/08/2018,0,unchanged,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Showa Denko,Japan,JPN,Aluminium,No,medium,JP3368000000,6805469,01/02/2021,04/03/2020,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not applicable,Yes,No,Yes,Yes,Yes,No
Shree Cements,India,IND,Cement,No,large,INE070A01015,6100357,01/02/2021,14/02/2020,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,Yes,No,No,No,No,No
Shree Cements,India,IND,Cement,No,large,INE070A01015,6100357,01/02/2020,19/04/2019,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,Yes,Yes,No,No,Yes,No
Siam Cement,Thailand,THA,Cement,No,large,"TH0003010Z12, TH0003010Z04, TH0003010R12","6609906, 6609917, 6609928",01/02/2021,15/07/2019,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Not applicable,Yes,No,No,No,No,No
Siam Cement,Thailand,THA,Cement,No,large,"TH0003010Z12, TH0003010Z04, TH0003010R12","6609906, 6609917, 6609928",01/02/2020,25/04/2019,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Not applicable,Yes,No,No,No,No,No
Siam City Cement,Thailand,THA,Cement,No,medium,"TH0021010Z06, TH0021010R14","6806376, 6363194",01/02/2021,07/02/2020,1,new,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Not applicable,Yes,No,No,No,No,No
Siemens,Germany,DEU,Other Industrials,Yes,large,DE0007236101,5727973,01/10/2020,05/02/2020,3,down,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,Yes,Yes,Yes,Yes,Yes,Yes
Siemens,Germany,DEU,Other Industrials,Yes,large,DE0007236101,5727973,01/09/2019,29/11/2018,4STAR,up,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,Yes,Yes,Yes,Yes,Yes,Yes
Sims Metal Management,Australia,AUS,Steel,No,medium,AU000000SGM7,B0LCW75,01/02/2021,03/02/2020,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Not applicable,Yes,Yes,No,No,No,No
Singapore Airlines,Singapore,SGP,Airlines,No,large,"SG1V61937297, SGXN46541243, SGXN93802555","6811734, BMVF5Y6, BMBP0H4",01/12/2020,14/01/2020,2,unchanged,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,Not applicable,Yes,No,No,No,No,No
Singapore Airlines,Singapore,SGP,Airlines,No,large,"SG1V61937297, SGXN46541243, SGXN93802555","6811734, BMVF5Y6, BMBP0H4",01/12/2019,24/02/2019,2,up,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,Not applicable,Yes,No,No,No,No,Yes
Sinopec China Petroleum & Chemical,China,CHN,Oil & Gas,Yes,large,"CNE1000002Q2, CNE0000018G1","6291819, 6373728, BP3R240",01/10/2020,24/09/2019,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No
Sinopec China Petroleum & Chemical,China,CHN,Oil & Gas,Yes,large,"CNE1000002Q2, CNE0000018G1","6291819, 6373728, BP3R240",01/09/2019,03/06/2019,3,up,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No
South32 (Aluminium),Australia,AUS,Aluminium,Yes,large,AU000000S320,BWSW5D9,01/10/2020,18/09/2019,3,down,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes
South32 (Aluminium),Australia,AUS,Aluminium,Yes,large,AU000000S320,BWSW5D9,01/09/2019,07/09/2018,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,Yes,Yes,Yes,Yes,Yes,No
South32 (Coal Mining),Australia,AUS,Coal Mining,Yes,large,AU000000S320,BWSW5D9,01/10/2020,18/09/2019,3,down,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes
South32 (Coal Mining),Australia,AUS,Coal Mining,Yes,large,AU000000S320,BWSW5D9,01/09/2019,07/09/2018,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
South32 (Diversified mining),Australia,AUS,Diversified Mining,Yes,large,AU000000S320,BWSW5D9,01/10/2020,18/09/2019,3,new,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes
Southern Company,United States of America,USA,Electricity Utilities,Yes,large,US8425871071,2829601,01/10/2020,26/02/2020,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Not applicable,Yes,Yes,Yes,No,Yes,No
Southern Company,United States of America,USA,Electricity Utilities,Yes,large,US8425871071,2829601,01/09/2019,20/02/2019,3,up,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Not applicable,Yes,Yes,Yes,No,Yes,No
Southern Copper,United States of America,USA,Diversified Mining,No,large,US84265V1052,2823777,01/02/2021,19/12/2019,2,unchanged,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Not applicable,No,No,No,No,No,No
Southern Copper,United States of America,USA,Diversified Mining,No,large,US84265V1052,2823777,01/09/2019,01/03/2019,2,unchanged,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Not applicable,No,No,No,No,No,No
Southwest,United States of America,USA,Airlines,No,large,US8447411088,2831543,01/12/2020,22/07/2019,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,Yes,Yes,Yes,No,No,No
Southwest,United States of America,USA,Airlines,No,large,US8447411088,2831543,01/12/2019,28/10/2018,4,up,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,Yes,Yes,Yes,No,No,No
SsangYong Cement Industrial,South Korea,KOR,Cement,No,medium,KR7003410008,6837280,01/02/2021,31/03/2020,1,new,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,No,Not applicable,No,No,No,No,No,No
St Gobain,France,FRA,Other Industrials,Yes,large,FR0000125007,7380482,01/10/2020,31/03/2020,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,Yes,Yes,Yes,No,Yes,No
St Gobain,France,FRA,Other Industrials,Yes,large,FR0000125007,7380482,01/09/2019,18/03/2019,4,up,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,Yes,Yes,Yes,No,Yes,No
